"Tweet_text","ID"
"at 7 weeks, it's still her body, her choice, her right at 13 weeks, it's still her body, her choice, her right",1116479
".@martinomalley your attacks aren't working.",990625
"rt @graden19: fights and never quits. record of results. stands for  @ricksantorum",893937
"it's  easy to spot an  in a crowd. just look out for the person with the white walking stick and the guide dog.",434902
"to understand the opposite sex you need to stop thinking in terms of 'the opposite sex' and start to think in terms of humans.",1489599
"@osbers @fintanotoolbox @atheistie @gerryo_connor forcing women to give birth so they can be evidence? that's insane.  is",1102632
"lungs and hearts and brains and eyes'--norton is going to use his remaining time on more lurid blather.",885965
"conservatives want2 save the fetuses so when they grow up, there's more targets 4all their guns.     @esparhawk",599000
"unlike  on twitter who apparently are standing with",1532393
"dear  u cant spin the  raid       #",792034
"@rosaryrevival @pegagnusdei will be  on sunday when we  &amp;  when we",1256507
"hilary &amp; bernie keep hammering family leave but are pro abortion.  u need 2 have a live baby 2 need paid family leave",577215
"rt @moloch_god: i don't  they stand with me.",1446992
"@hyperglavin @clementine_ford @amyjoryan  difference of opinion makes a horse race.",945674
"@waff48 he should have put a ring on it, before knocking her up. choices have consequences! where is the  crowed on this one?",1252685
"the right to violate rights?   but it's not right-    ...",1540530
"in fact, abortion is often selfless and responsible",1107047
"it's 2015 why are there still 240 to 400 million muslims believing in death to all infidels?",1114893
"@bettemidler let's talk about the number of children killed by pp including one of mine which i had no say",1523174
"@chrissyteigen has a heart of gold and the tweet game fire",1529019
"silly idiot amanda~~&gt;@amandamarcotte   is murder! fact! it stops a beating heart!",1445558
"has great record supporting  rights as ri governor",260407
"right now at this minute, women are being abused and tortured with fgm!",1386276
"@jennnic35 their health and reproductive decision are their own--and none of your business. period.",789007
"the 8th grade was asked to tweet using",578290
"interesting to watch the clinton democrat loyalists attempting to turn  committee against itself to protect hillary. not working.",413295
"love and support to everyone working for sexual and reproductive health, rights, and justice worldwide!",1447734
"@therightmelody wow that's enough to make a liberal's head spin.",1411727
"i am disgusted by the rwnjs tweeting hoping someone wasshooting medical staff.",1529003
"if sjw truly believed mras were rapists, why would they silence them instead of allowing mras to look like fools?",928167
"i do not want my surgeon to say 'jesus, take the scalpel.'",1243035
"if everyone just knew about bernie...' the fact that most ppl don't, esp before this year, tells you all you need to know",1261390
"all [god's] acts are as pure as they are wise, and as good as they are wise and pure.' - a.w. tozer",1337663
"@naughtybeyotch oh come on ; as a christian i am more than honest about which lives i want planned and or ended",572594
"rt @cashmcguire: where did they find these three stooges for the democratic debate?",1020286
"@mraquincy @2niasx if feminists ran the world,  domestic violence shelters wouldn't constantly have to fundraise.",919951
"@david_krstevski @moya_itzel who would you force to give birth to martian bacteria against their will? oopsies.  is",891589
"it's possible to be pro life and a feminist",1025063
"3) because women (and men) are judged for being sexual beings and are rarely educated about their bodies. but not here. so i",1463013
"@the_geb ...yo, geek, don't try to play that 'i am a nice guy' shit, cause u still r a cockloving  like @johndoe_997 is...",649145
"how to  1. call (614) 466-3555, kasich's office, ask to leave message. 2. let kasich know to veto defunding of  @ppaohio 3. rt",1256214
"god tells how to test other gods (isaiah 41:21-24) but then says don't test him (luke 4:12) holy fucking hypocrisy batman!",676752
"rt @futurefeminism: this is how suppression of and sexism against women damage men. something for all   ht",945440
"anyone out there that can lend their voice to those of us in indiana against @govmikepence and stand with us please help with",1195825
"@greta @realdonaldtrump @hillaryclinton shld there really be any q???",1630379
"@hillaryclinton she took credit for bin ladin raid as the most challenging but not  because she ignored it!   @dnc",1020332
"i'm all for abortion &amp; planned parenthood fuck",579356
"in the past, government targeted 'dangerous religious groups.      only applies to  now.  .",1225070
"i think it's wrong that the government thinks it owns my life...",912901
"is the first and only candidate to mention  tonight.",975448
"'to say that i have a right to violate your civil rights because you're offending me is un-american. it is unconstitutional.'",975661
"@thevoiceofpaulr no. just pointing out  use of 'dead baby parts' for propaganda &amp; the irony. @origanalist  @rogerthatone",1406444
"i  and support them always! @ppact",1552787
".@gop_reaper does the producer also admit he has blood on his hands?",1552324
"when i eat clementines i like to pretend they're the heads of aborted fetuses.",890296
"@johnfugelsang it's funny how the  were so concerned with  a month ago, but now not so much. @sentedcruz",1212285
"my son is an adopted filipino asian @senatorkirk so glad he wasn't murdered by @ppact.",975833
"@lilbthebasedgod she supports it in the rarest if conditions. not everyone in prisons get put to death.",931135
"@irritatedwoman hillary has a likeability problem all right. i don't like the lying pos. as a matter of fact i hate the bitch.",1607549
"doesn't exist anyways. everyone has the choice to do what they like, women can join stem but a lot of us don't.",1312395
"i don't like modern feminists",928163
"rt @jennifer3_nash: corrupt female politicians no better        ht",1142864
"@esmerald_kiczek  **chose**. as  advocates. not **forced to against her will**. oopsies.   @annbrucepineda",974245
"if i do the right thing  will take care of me",1485387
"@mrctv @themrc @senatordurbin   maybe rescue the millions of innocents first.",795260
"he treads the winepress of the fury of the  revelation 19:15b",1037586
"@scottcuddy1 by definition,  opposes violence. if one advocates for it they're not",1442829
"sometimes to knock down that wall, you need to surrender.'",1470061
"@hillaryclinton infanticide is not pro-family.  @neontaster @rbpundit",939012
"@14tkp83 and  is also the same ?",1173711
"@eelawl1966 wait till next  she'll   she will",855121
"read acts 12:1-5. how do these scriptures speak to you today?",1212150
"@sethdrayer @ppact does nothing of the sort. the videos are propaganda and lies.   is",789054
"@realdonaldtrump i'm so concerned about the possibility of  and  ruining our country with anthony weiner in tow. good grief.",1068101
"to all you    losers who  just  has groupies and you don't. be like him!",914014
"when religious beliefs makes a man to kill others it is terrorizing be it in paris or a medical clinic in us",1529931
"i don't need the liked favorites or rt as long as i influence",1480296
"baby buried alive under concrete in southern california, in freezing conditions.  why abortion needs to be a safe, legal option",1462403
"become the change you want to see in the world",1196916
"@usweekly :  can do better-   weakest  on tv",1198663
"@_otterpop_ @2niasx people in power sway in the direction of what ppl want, feminism is a loud voice, do the math",919953
